time_seconds,ax,ay,az,gx,gy,gz,motion_magnitude
5.085627317428589,-1004.0,-144.0,16412.0,-469.0,-314.0,-207.0,16443.311588606473
5.112027168273926,-1132.0,-40.0,16360.0,-526.0,-268.0,-214.0,16399.165344614343
5.137025833129883,-968.0,-100.0,16344.0,-490.0,-247.0,-204.0,16372.945978045613
5.1647021770477295,-944.0,12.0,16456.0,-513.0,-199.0,-207.0,16483.058454061247
5.191556215286255,-1000.0,36.0,16376.0,-545.0,-206.0,-219.0,16406.54357261151
5.217233180999756,-980.0,164.0,16368.0,-604.0,-86.0,-236.0,16398.13160088673
5.243352174758911,-1004.0,12.0,16396.0,-656.0,-29.0,-246.0,16426.71531378078
5.270303726196289,-984.0,44.0,16536.0,-638.0,-24.0,-237.0,16565.309776759383
5.297613143920898,-1052.0,16.0,16272.0,-595.0,-78.0,-221.0,16305.97878080307
5.325283050537109,-1020.0,-28.0,16292.0,-635.0,-41.0,-240.0,16323.922567814392
5.352452754974365,-976.0,44.0,16368.0,-669.0,61.0,-239.0,16397.131944337096
5.3792619705200195,-960.0,-52.0,16360.0,-808.0,290.0,-284.0,16388.224553013668
5.40502405166626,-1100.0,32.0,16336.0,-816.0,300.0,-248.0,16373.024155604242
5.437076807022095,-1152.0,0.0,16644.0,-636.0,-4.0,-238.0,16683.819706530037
5.46554970741272,-1172.0,-16.0,16448.0,-436.0,-391.0,-189.0,16489.71024608983
5.491236209869385,-1024.0,-8.0,16352.0,-346.0,-545.0,-165.0,16384.033203091356
5.516827583312988,-884.0,136.0,16324.0,-480.0,-285.0,-192.0,16348.483966411075
5.544497489929199,-1080.0,56.0,16292.0,-657.0,79.0,-298.0,16327.853502527514
5.570296764373779,-972.0,-164.0,16360.0,-483.0,-343.0,-292.0,16389.669917359533
5.5953590869903564,-916.0,72.0,16228.0,-587.0,-165.0,-321.0,16253.991017593187
5.621202707290649,-1088.0,136.0,16440.0,-768.0,91.0,-286.0,16476.523905241662
5.646095275878906,-968.0,48.0,16468.0,-777.0,164.0,-276.0,16496.49514290839
5.670623540878296,-1052.0,32.0,16484.0,-746.0,162.0,-263.0,16517.56592237488
5.694985628128052,-1116.0,-56.0,16436.0,-605.0,-67.0,-222.0,16473.939662387987
5.719364643096924,-1048.0,164.0,16236.0,-667.0,-40.0,-227.0,16270.614493620085
5.74449610710144,-1024.0,36.0,16352.0,-818.0,313.0,-290.0,16384.070800628273
5.769946098327637,-980.0,84.0,16500.0,-877.0,357.0,-317.0,16529.290849882218
5.797419548034668,-1084.0,24.0,16224.0,-590.0,-96.0,-223.0,16260.190896788388
